0,ich 
1,sie 
2,das 
3,ist 
4,du 
5,nicht 
6,die 
7,es 
8,und 
9,der 
10,wir 
11,was 
12,zu 
13,er 
14,ein 
15,in 
16,ja 
17,mir 
18,mit 
19,wie 
20,den 
21,mich 
22,auf 
23,dass 
24,aber 
25,eine 
26,so 
27,hat 
28,hier 
29,haben 
30,fr 
31,sind 
32,war 
33,von 
34,wenn 
35,dich 
36,ihr 
37,nein 
38,habe 
39,an 
40,bin 
41,noch 
42,nur 
43,da 
44,dir 
45,sich 
46,einen 
47,uns 
48,hast 
49,dem 
50,kann 
51,gut 
52,auch 
53,schon 
54,als 
55,sein 
56,mal 
57,jetzt 
58,ihn 
59,dann 
60,aus 
61,meine 
62,um 
63,im 
64,wird 
65,mein 
66,bist 
67,doch 
68,alles 
69,wei 
70,keine 
71,oder 
72,nach 
73,s 
74,nichts 
75,man 
76,muss 
77,werden 
78,will 
79,ihnen 
80,geht 
81,wo 
82,etwas 
83,oh 
84,mehr 
85,bei 
86,also 
87,bitte 
88,immer 
89,hab 
90,warum 
91,vor 
92,los 
93,knnen 
94,wieder 
95,sagen 
96,machen 
97,danke 
98,sehr 
99,alle 
100,denn 
101,mann 
102,tun 
103,ihm 
104,zum 
105,gehen 
106,sehen 
107,vielleicht 
108,einem 
109,wer 
110,ihre 
111,diese 
112,euch 
113,einer 
114,komm 
115,ber 
116,gibt 
117,okay 
118,wissen 
119,deine 
120,mssen 
121,soll 
122,werde 
123,nie 
124,wirklich 
125,hey 
126,kein 
127,viel 
128,weg 
129,wrde 
130,tut 
131,am 
132,des 
133,einfach 
134,leben 
135,hatte 
136,zeit 
137,weil 
138,willst 
139,kommen 
140,dein 
141,heute 
142,kommt 
143,wollen 
144,damit 
145,ganz 
146,wre 
147,wollte 
148,weit 
149,ok 
150,sicher 
151,gesagt 
152,frau 
153,nun 
154,bis 
155,wurde 
156,leid 
157,na 
158,kannst 
159,macht 
160,dieser 
161,zurck 
162,lassen 
163,hallo 
164,meinen 
165,gott 
166,seine 
167,htte 
168,zwei 
169,knnte 
170,genau 
171,waren 
172,zur 
173,lass 
174,klar 
175,morgen 
176,leute 
177,vater 
178,schn 
179,glaube 
180,mr 
181,ab 
182,gerade 
183,tag 
184,gesehen 
185,reden 
186,wohl 
187,liebe 
188,sollte 
189,sagte 
190,unsere 
191,jemand 
192,geld 
193,durch 
194,ob 
195,keinen 
196,mutter 
197,raus 
198,gemacht 
199,paar 
200,mach 
201,passiert 
202,dachte 
203,besser 
204,musst 
205,wieso 
206,sir 
207,dieses 
208,selbst 
209,gehrt 
210,mchte 
211,ohne 
212,hr 
213,her 
214,sag 
215,meiner 
216,anderen 
217,helfen 
218,nacht 
219,finden 
220,diesen 
221,gute 
222,wirst 
223,lange 
224,natrlich 
225,ach 
226,meinem 
227,gar 
228,ins 
229,sei 
230,dort 
231,weiter 
232,geben 
233,seit 
234,gleich 
235,sagt 
236,recht 
237,ihren 
238,richtig 
239,ordnung 
240,vom 
241,hren 
242,sieht 
243,davon 
244,dafr 
245,geh 
246,diesem 
247,wegen 
248,hause 
249,sollten 
250,mdchen 
251,hin 
252,sollen 
253,abend 
254,haus 
255,denke 
256,viele 
257,drei 
258,deinen 
259,freund 
260,guten 
261,unser 
262,warte 
263,machst 
264,menschen 
265,essen 
266,angst 
267,bleiben 
268,zusammen 
269,welt 
270,unter 
271,habt 
272,schnell 
273,andere 
274,tot 
275,getan 
276,darf 
277,erst 
278,rein 
279,stimmt 
280,nehmen 
281,kinder 
282,eines 
283,glauben 
284,bringen 
285,ganze 
286,genug 
287,scheie 
288,brauchen 
289,gegen 
290,moment 
291,junge 
292,steht 
293,sonst 
294,musik 
295,arbeit 
296,seid 
297,ihrer 
298,fragen 
299,herr 
300,dabei 
301,heit 
302,familie 
303,warten 
304,niemand 
305,sofort 
306,bevor 
307,jahre 
308,einmal 
309,problem 
310,sohn 
311,wann 
312,brauche 
313,fertig 
314,halt 
315,allein 
316,beim 
317,sprechen 
318,beide 
319,gefunden 
320,hatten 
321,sache 
322,hilfe 
323,verdammt 
324,ne 
325,jeder 
326,warst 
327,gern 
328,konnte 
329,darber 
330,halten 
331,siehst 
332,verstehe 
333,jahren 
334,kam 
335,kind 
336,wusste 
337,wahr 
338,seinen 
339,dazu 
340,bruder 
341,daran 
342,ihrem 
343,denken 
344,knnten 
345,dank 
346,wrden 
347,lieber 
348,fall 
349,deiner 
350,sehe 
351,egal 
352,kennen 
353,deinem 
354,vergessen 
355,frage 
356,mache 
357,komme 
358,sage 
359,mag 
360,sieh 
361,echt 
362,gib 
363,eigentlich 
364,jeden 
365,dad 
366,gab 
367,uhr 
368,stadt 
369,mnner 
370,baby 
371,fahren 
372,namen 
373,bekommen 
374,kopf 
375,hi 
376,gehe 
377,kleine 
378,spter 
379,glck 
380,letzte 
381,freunde 
382,n 
383,all 
384,darauf 
385,ende 
386,dr 
387,bald 
388,tten 
389,dinge 
390,meinst 
391,toll 
392,eins 
393,minuten 
394,vielen 
395,bereit 
396,weit 
397,ahnung 
398,seiner 
399,bisschen 
400,tr 
401,auto 
402,jungs 
403,eure 
404,augen 
405,polizei 
406,stehen 
407,sterben 
408,htten 
409,drauen 
410,kenne 
411,fast 
412,runter 
413,vorbei 
414,treffen 
415,gerne 
416,dran 
417,wurden 
418,arbeiten 
419,mom 
420,verrckt 
421,neue 
422,ging 
423,hinter 
424,sorgen 
425,einzige 
426,jemanden 
427,darum 
428,tochter 
429,braucht 
430,idee 
431,schwester 
432,drin 
433,ruhig 
434,sah 
435,ganzen 
436,spt 
437,ziemlich 
438,solltest 
439,name 
440,sogar 
441,kurz 
442,kerl 
443,frauen 
444,liegt 
445,suchen 
446,finde 
447,je 
448,woher 
449,lang 
450,job 
451,keiner 
452,seinem 
453,hrt 
454,verstehen 
455,spielen 
456,s 
457,berhaupt 
458,teufel 
459,verstanden 
460,verloren 
461,groe 
462,hand 
463,grund 
464,jahr 
465,kommst 
466,mama 
467,ruhe 
468,gewesen 
469,tod 
470,stunden 
471,hoffe 
472,denkst 
473,oben 
474,gestern 
475,versuchen 
476,art 
477,letzten 
478,schatz 
479,endlich 
480,he 
481,nimm 
482,etwa 
483,erzhlt 
484,luft 
485,schwer 
486,anders 
487,miss 
488,musste 
489,fnf 
490,wasser 
491,lsst 
492,erste 
493,versucht 
494,gekommen 
495,geschichte 
496,wenig 
497,holen 
498,bedeutet 
499,nett 
500,wahrheit 
501,woche 
502,bringt 
503,deshalb 
504,welche 
505,bestimmt 
506,hoch 
507,alter 
508,sagst 
509,schau 
510,ah 
511,land 
512,zimmer 
513,wagen 
514,vier 
515,gefallen 
516,spa 
517,niemals 
518,schuld 
519,gettet 
520,wollten 
521,verlassen 
522,zeigen 
523,beste 
524,ernst 
525,unserer 
526,denen 
527,ort 
528,bleibt 
529,wrdest 
530,manchmal 
531,glaubst 
532,seite 
533,lasst 
534,zwischen 
535,eben 
536,whrend 
537,spiel 
538,nehme 
539,ersten 
540,guter 
541,chance 
542,freundin 
543,krieg 
544,gefllt 
545,kleinen 
546,erzhlen 
547,anderes 
548,tage 
549,entschuldigen 
550,wichtig 
551,gehst 
552,allen 
553,bett 
554,mrs 
555,sachen 
556,the 
557,schlecht 
558,schule 
559,entschuldigung 
560,wort 
561,john 
562,httest 
563,wren 
564,typ 
565,schlafen 
566,h 
567,tu 
568,euer 
569,captain 
570,gesicht 
571,falls 
572,neuen 
573,blo 
574,unten 
575,teil 
576,beiden 
577,mensch 
578,kleiner 
579,stellen 
580,oft 
581,sorge 
582,gedacht 
583,tust 
584,trinken 
585,einige 
586,dies 
587,ding 
588,unseren 
589,kriegen 
590,blut 
591,ehrlich 
592,eltern 
593,scheint 
594,herz 
595,jack 
596,glcklich 
597,alte 
598,alt 
599,bleib 
600,wiedersehen 
601,frei 
602,wen 
603,drauf 
604,mglich 
605,irgendwie 
606,reicht 
607,fest 
608,besten 
609,waffe 
610,kaum 
611,irgendwas 
612,klingt 
613,platz 
614,brauchst 
615,rede 
616,papa 
617,falsch 
618,sondern 
619,alten 
620,nummer 
621,frher 
622,jungen 
623,wohin 
624,auer 
625,frh 
626,setzen 
627,zuerst 
628,wahrscheinlich 
629,drfen 
630,jede 
631,arsch 
632,telefon 
633,tue 
634,kennst 
635,willkommen 
636,plan 
637,groen 
638,retten 
639,hierher 
640,wr 
641,bring 
642,fehler 
643,wollt 
644,dollar 
645,zehn 
646,allem 
647,pass 
648,nchste 
649,stunde 
650,hnde 
651,gegeben 
652,menge 
653,langsam 
654,bereits 
655,wartet 
656,sechs 
657,lieben 
658,meines 
659,bro 
660,nchsten 
661,gebe 
662,wochen 
663,ruf 
664,schaffen 
665,leider 
666,schei 
667,hlle 
668,trotzdem 
669,doktor 
670,tja 
671,new 
672,voll 
673,film 
674,berall 
675,hund 
676,geworden 
677,direkt 
678,wolltest 
679,tat 
680,denkt 
681,schiff 
682,neues 
683,wem 
684,knig 
685,danach 
686,funktioniert 
687,hattest 
688,lernen 
689,deswegen 
690,wow 
691,nennen 
692,hm 
693,feuer 
694,laufen 
695,alleine 
696,erinnern 
697,vllig 
698,kleines 
699,knnt 
700,stelle 
701,kumpel 
702,verlieren 
703,probleme 
704,spricht 
705,kaffee 
706,luft 
707,fand 
708,i 
709,entschuldige 
710,ziehen 
711,verschwinden 
712,knntest 
713,seht 
714,aufhren 
715,eigenen 
716,richtige 
717,unserem 
718,suche 
719,zwar 
720,gro 
721,hol 
722,buch 
723,krank 
724,fhle 
725,jedes 
726,verstehst 
727,wert 
728,arzt 
729,froh 
730,versuche 
731,strae 
732,rufen 
733,heiraten 
734,super 
735,sam 
736,lebt 
737,gutes 
738,lasse 
739,onkel 
740,total 
741,gebracht 
742,party 
743,erklren 
744,spielt 
745,wahl 
746,vertrauen 
747,damals 
748,tagen 
749,leicht 
750,nachdem 
751,gegangen 
752,gefhl 
753,kaufen 
754,geschafft 
755,typen 
756,interessiert 
757,mchten 
758,halte 
759,hlt 
760,glaub 
761,irgendwo 
762,stck 
763,genauso 
764,kennt 
765,genommen 
766,zukunft 
767,weniger 
768,cool 
769,licht 
770,getroffen 
771,himmel 
772,nachricht 
773,drben 
774,passt 
775,sagten 
776,kmmern 
777,laut 
778,vergiss 
779,angerufen 
780,sitzen 
781,da 
782,erde 
783,groer 
784,schlssel 
785,rest 
786,passieren 
787,eher 
788,gefragt 
789,gefngnis 
790,opfer 
791,krper 
792,solche 
793,mist 
794,mr 
795,findet 
796,schreiben 
797,bse 
798,gesprochen 
799,versuch 
800,vorstellen 
801,wovon 
802,sobald 
803,nochmal 
804,herren 
805,sex 
806,waffen 
807,wohnung 
808,weh 
809,heien 
810,krankenhaus 
811,bringe 
812,hre 
813,millionen 
814,klasse 
815,hart 
816,worden 
817,sinn 
818,auerdem 
819,verletzt 
820,ndern 
821,erfahren 
822,tragen 
823,wenigstens 
824,vorsichtig 
825,daddy 
826,stolz 
827,stark 
828,fllt 
829,mchtest 
830,leuten 
831,besonders 
832,schne 
833,schicken 
834,person 
835,schtze 
836,solange 
837,lnger 
838,groartig 
839,lacht 
840,anrufen 
841,stand 
842,redest 
843,fhlen 
844,erwartet 
845,boden 
846,boss 
847,stimme 
848,glaubt 
849,still 
850,sicherheit 
851,setz 
852,ma 
853,mund 
854,kmpfen 
855,wisst 
856,lachen 
857,hrst 
858,zeug 
859,lustig 
860,umbringen 
861,sollst 
862,hasse 
863,schlimm 
864,o 
865,unglaublich 
866,wrst 
867,laden 
868,fhren 
869,gestorben 
870,schauen 
871,meinung 
872,lesen 
873,mrder 
874,frank 
875,hm 
876,geschehen 
877,geschft 
878,idiot 
879,verzeihung 
880,fliegen 
881,zeig 
882,team 
883,general 
884,mike 
885,aufs 
886,york 
887,vorher 
888,schluss 
889,schneller 
890,liebt 
891,verdient 
892,mgen 
893,meisten 
894,denk 
895,umgebracht 
896,perfekt 
897,versprochen 
898,handy 
899,hinten 
900,monate 
901,erinnere 
902,acht 
903,arbeitet 
904,fallen 
905,rufe 
906,ntig 
907,a 
908,mord 
909,heraus 
910,tages 
911,unmglich 
912,liebling 
913,charlie 
914,tatschlich 
915,folgen 
916,bitten 
917,behalten 
918,nhe 
919,arbeite 
920,joe 
921,verdammte 
922,pltzlich 
923,lebens 
924,hole 
925,tisch 
926,michael 
927,hrte 
928,jemals 
929,liegen 
930,verkaufen 
931,gefhrlich 
932,anfangen 
933,bekommt 
934,machte 
935,ha 
936,hotel 
937,hilft 
938,werdet 
939,meister 
940,kampf 
941,antwort 
942,konnten 
943,geschickt 
944,jedem 
945,obwohl 
946,sieben 
947,komisch 
948,gewinnen 
949,ihres 
950,bezahlt 
951,you 
952,voller 
953,unterwegs 
954,dumm 
955,rger 
956,bild 
957,george 
958,neu 
959,bezahlen 
960,dagegen 
961,seien 
962,starb 
963,tom 
964,monaten 
965,leiche 
966,niemanden 
967,auge 
968,arschloch 
969,verheiratet 
970,peter 
971,zieh 
972,nimmt 
973,gerettet 
974,agent 
975,traum 
976,entscheidung 
977,schlimmer 
978,regeln 
979,fenster 
980,fangen 
981,fort 
982,stndig 
983,findest 
984,gefahr 
985,absolut 
986,mary 
987,augenblick 
988,bescheid 
989,rum 
990,gedanken 
991,werd 
992,ziel 
993,benutzt 
994,bewegung 
995,jemandem 
996,wnschte 
997,worte 
998,kamen 
999,welcher 
